Not in Core,Source,List,Name,Flavor,Category,Frequency,Tier,Tags,Action,Range,Range Details,Requirement,Trigger,Attack,Defense,Hit,Miss,Effect,Special,Boost,Key Ability,Secondary Ability,Tradition,Sources,Details,Maintain Action,Maintain Text
,Discipline,Angel’s Trumpet,When A Plan Comes Together,You congratulate the group for a job well done.,Utility,Daily,6,Martial,No,Self,,"An encounter ends with no allies dying, unconscious, or staggered.",,,,,, Each ally gains one additional action point.,,,,,,,,,
,Discipline,Angel’s Trumpet,Milestone Foe,,Attack,Encounter,7,Martial,Standard,Near,"burst 10, one enemy",,,,,,,"Until the end of your next turn, attacks against the target add your Charisma modifier to the attack and damage roll.",,,,,,,,,
,Discipline,Angel’s Trumpet,Identify Weak Point,,Attack,Daily,9,"Focus, Martial",Standard,Near,"burst 10, one enemy",,,Charisma,Will,The target is vulnerable to all damage 5 until the end of the encounter.,,The target is dazed (save ends).,,,,,,,,,
,Discipline,Angel’s Trumpet,Bolster the Line,You shout a few inspiring words and quote the soldier’s creed. The spines of those around you stiffen.,Utility,Encounter,10,"Healing, Martial",Standard,Near,"burst 2, all allies",,,,,,,The target gains temporary hit points equal to twice your Charisma modifier.,,,,,,,,,
,Discipline,Angel’s Trumpet,Control The Battle Theatre,You bark out orders and change the pattern of attack.,Utility,Encounter,10,Martial,Move,Near,"burst 3, you and four allies",,,,,,,The target shifts its speed.,,,,,,,,,
,Discipline,Angel’s Trumpet,Golden General’s Victory,"You are a beacon of command on the field of battle, inspiring your troops by your mere presence.",Utility,Daily,10,"Healing, Martial",Swift,Near,"burst 5, all allies",,,,,,,Each target can spend a recovery to heal their recovery value. They also make a saving throw against one effect of their choice. They get a +2 power bonus to attack rolls until the end of your next turn.,,,,,,,,,
,Discipline,Angel’s Trumpet,Now What Did We Learn?,"You talk it over with the others and you show how, even in the direst circumstances, something can be learned.",Utility,Daily,10,Martial,No,Self,,An encounter ends. At least two allies were staggered at some point during the encounter.,,,,,,An ally who was staggered during the encounter regains 2 recoveries and 1 daily power.,This power can only be recovered during a long rest.,,,,,,,,
,Discipline,Angel’s Trumpet,Restraint,,Attack,Encounter,13,"Focus, Martial",Standard,Near,"burst 10, one enemy",,,Charisma,Will,The target cannot make attacks until the end of your next turn.,,,,,,,,,,,
,Discipline,Angel’s Trumpet,Lead the Group,"You stand in front as a proud example. Where you point, others will follow.",Attack,Daily,15,Martial,Swift,Near,"earshot, all allies",,,,,,,"Until the end of the encounter, on the target’s turn, you can either shunt the target one square or the target gains a +2 bonus to all attack rolls until the end of the turn. You can also use a reaction to grant the target a basic attack.",,,,,,,,,
,Discipline,Angel’s Trumpet,To Arms,,Attack,Daily,15,Martial,Standard,Near,"burst 10, three allies",,,,,,,"Each ally may immediately choose to perform any one of the following: charge, make a basic melee or ranged attack or spend a recovery to heal their recovery value. ",,,,,,,,,
,Discipline,Angel’s Trumpet,Discipline of the Holy Host,"Through training with your allies, you have taught them the basics of your military skill that they may call upon in times of duress.",Utility,Encounter,16,Martial,Free,Near,"burst 10, one ally",,Use when you have just used a utility power with the range of Self.,,,,,The utility power you just used has a range of “Self and one ally within range of *discipline of the holy host*”,,,,,,,,,
,Discipline,Angel’s Trumpet,Look Alive!,"You grab an ally by the shoulder, help them up, and reassure them of the triviality of their wound.",Utility,Encounter,16,"Healing, Martial",Standard,Melee,"touch, one staggered ally","The target can spend a recovery and heal their recovery value. If the target is prone, they can stand up.",,,,,,,,,,,,,,,
,Discipline,Angel’s Trumpet,Hang Together,Your presence inspires others to act with a similar strength of personality.,Utility,Daily,16,Martial,Move,Near,"burst 5, you and all allies",,,,,,,"The target receives temporary hit points equal to twice your Charisma modifier. Until the end of your next turn, the target gains a +2 bonus to Fortitude and Will defense and a +2 bonus to all saving throws.  ",,,,,,,,,
,Discipline,Angel’s Trumpet,Martyr,,Attack,Encounter,17,Martial,Reaction,Near,"burst 10, one ally",,You are hit by an attack,,,,,"An ally within range can make a basic melee or ranged attack or charge against the creature that made the attack. The attack has combat advantage, and adds your Wisdom modifier to attack and damage rolls. ",,,,,,,,,
,Discipline,Angel’s Trumpet,Blitzing Yell,,Attack,Daily,19,"Focus, Martial",Standard,Near,"burst 5, all enemies",,,Charisma,Will,The target is stunned (save ends).,,Allies within range can spend a recovery to heal their recovery value plus your Wisdom modifier. ,,,,,,,,,
,Discipline,Angel’s Trumpet,Critical Moment,One word of encouragement at the right moments can make all the difference.,Attack,Daily,19,Martial,Reaction,Near,"earshot, the triggering ally",,An ally hits with an attack,,,,,The triggering hit becomes a critical hit.,,,,,,,,,
,Discipline,Angel’s Trumpet,Pull It Together,"You resort to anger, encouraging support, or violence to get an ally to shrug it off.",Utility,Encounter,22,"Healing, Martial",Swift,Melee,"touch, one ally suffering from any of the following conditions: blinded, dazed, deafened, slowed, stunned, or weakened.",,,,,,,You suppress one of the listed conditions until the start of your next turn.,,,,,,,,Swift,The effect persists until the start of your next turn. The target must still be in range.
,Discipline,Angel’s Trumpet,Blessed Feast,Victory over each foe invigorate your allies like the courses at a great banquet.,Utility,Daily,22,"Healing, Martial, Stance",Swift,Self,,,,,,,,"Whenever an enemy within 10 is reduced to 0 HP or below, choose an ally within 10. That ally can spend a recovery and heal their recovery value plus your Charisma modifier.",,,,,,,,,
,Discipline,Angel’s Trumpet,Just Stop …,“We need to take a moment to focus … just focus. Take a deep breath and let us deal with this threat like the team we are.”,Utility,Daily,22,Martial,Swift,Near,"earshot, you and all allies",,,,,,,"The target recovers one expended encounter power. The target may spend a recovery. If they do so, they heal their recovery value. ",,,,,,,,,
,Discipline,Angel’s Trumpet,On Your Feet,Your inspiring words reach even the fallen.,Utility,Daily,22,"Healing, Martial",Swift,Melee,"touch, one unconscious ally",,,,,,,"The target is no longer unconscious. If they spend a recovery, they heal hit points equal to double their recovery value; otherwise they heal hit points equal to their recovery value. ",,,,,,,,,
,Discipline,Angel’s Trumpet,Peal of Hope,"With an awesome cry for victory and bravery from your allies, you bolster allies’ defenses and attacks for a moment as your allies cannot help themselves but to win. ",Utility,Daily,22,Martial,Swift,Near,"burst 5, all allies",,,,,,,"Until the end of your next turn, any ally that misses with an encounter or daily attack power can choose to keep the power unexpended instead of its usual miss effect (if any). ",,,,,,,,,
,Discipline,Angel’s Trumpet,Take Me,,Attack,Encounter,23,"Focus, Martial",Standard,Near,"burst 10, one enemy",,,Charisma,Will,The target is stunned and marked until the end of your next turn.,The target is marked until the end of your next turn.,,,,,,,,,,
,Discipline,Angel’s Trumpet,Encouraging Reaction,"You risk everything, even personal injury, towards the success of the mission.",Attack,Daily,25,"Healing, Martial",Standard,Near,"earshot, you and four allies",,,,,,,The target can spend a recovery. They can either regain hit points or gain their recovery value as a power bonus to the damage roll on their next hit. The target can make a basic attack.,,,,,,,,,
,Discipline,Angel’s Trumpet,Full Suite,,Attack,Daily,25,Martial,Standard,Near,"burst 10, one ally",,,,,,,One ally regains all expended encounter powers. You regain one expended encounter power.,,,,,,,,,
,Discipline,Angel’s Trumpet,Boost Performance,You offer your expertise to others. Your talents are appreciated.,Attack,Encounter,27,Martial,Move,Near,"earshot, four allies",,,,,,,The target gains a 2dW damage bonus to her next hit.,,,,,,,,,
,Discipline,Angel’s Trumpet,Gripped with Fear,,Attack,Encounter,27,"Fear, Focus, Martial",Standard,Near,"burst 5, all enemies",,,Charisma,Will,"Shunt the target a number of squares equal to your Charisma modifier. Each ally in range selects one target. If that target passes within reach, they may make an opportunity attack against that creature during the shunt. ",,,,,,,,,,,
,Discipline,Angel’s Trumpet,Battle Symphony,"Allies target where you want. You perform a magnum opus of combat--your concert of indomitable defense, devastating attacks, and the silence of your fallen foes.",Attack,Daily,29,Martial,Standard,Near,"earshot, four allies",,,,,,,"The target can shift a number of squares equal to 1 + your Charisma modifier. The target can make a basic attack before or after the move, dealing +2dW extra damage on a hit. If the target misses, they can make a second basic attack, dealing +1dW extra damage on a hit.",,,,,,,,,
,Discipline,Angel’s Trumpet,Remember Me?,,Attack,Daily,29,Martial,Reaction,Near,"burst 10, one ally",,An ally has just finished an action.,,,,,"The target can repeat the last action it performed again, even if it used an expended power. ",You must spend an action point to use this power.,,,,,,,,
,Discipline,Art of War,Chapter,,,,0,,,,,,,,,,,,,,Strength,Dexterity,Martial,"Guardian (class), Worships the God of War (kit)",You are a highly effective fighter who takes advantage of any weakness left by your enemy.,,
,Discipline,Art of War,The Finisher,You hit hard. That’s it. That’s enough. ,Attack,Daily,1,"Consistent, Martial, Weapon",Standard,Melee or Ranged,"weapon, one creature",,,Dexterity (ranged) or Strength (melee) ,AC,3dW + Dexterity (ranged) or Strength (melee) modifier damage.,,,,,,,,,,,
,Discipline,Art of War,In Their Face,Your darting attack puts your enemy off guard. ,Attack,Encounter,1,"Martial, Weapon",Standard,Melee or Ranged,"weapon, one creature",,,Dexterity (ranged) or Strength (melee) ,AC,2dW + Dexterity (ranged) or Strength (melee) modifier damage and the target grants combat advantage until the end of your next turn. ,,,,,,,,,,,
,Discipline,Art of War,Passing Kill,A mere low-level thug blocks your path. You don’t even give them the luxury of losing momentum.,Attack,At-Will,1,"Martial, Weapon",Swift,Melee or Ranged,"weapon, one creature",,,Dexterity (ranged) or Strength (melee) ,AC,1 point of damage.,,,"At 21st level, you can make two attacks.",,,,,,,,
,Discipline,Art of War,Swift Strike,"You find a split-second opening and deliver the attack, hoping to hold the enemy back.",Attack,At-Will,1,"Martial, Weapon",Standard,Melee or Ranged,"weapon, one creature",,,Dexterity (ranged) or Strength (melee) ,AC,"Dexterity (ranged) or Strength (melee) modifier damage, and the target is dazed until the start of your next turn.",,,,,,,,,,,
,Discipline,Art of War,Heron Defense,Your enemy tries to find a weakness. It finds none.,Utility,At-Will,2,Martial,Move,Self,,,,,,,,You do not grant combat advantage until the start of your next turn.,,,,,,,,,
,Discipline,Art of War,Counter-Surge,An opponent strikes you with an attack. You take the impact and channel it into strength.,Utility,Daily,2,Martial,Reaction,Self,,,You take damage from a melee or ranged attack.,,,,,You gain temporary hit points equal to the damage dealt (to a maximum of your recovery value).,,,,,,,,,
,Discipline,Art of War,Faster Than The Hammer,You hear your enemy’s muscles twitch.,Attack,Encounter,3,"Martial, Weapon",Counter,Melee or Ranged,"weapon, the triggering creature",,A creature makes an attack against you.,,,,,Make a basic attack against the target. The target suffers a -4 penalty to the triggering attack roll.,,,,,,,,,
,Discipline,Art of War,Flow or Crash,"Become what you need to survive. Adapt, flow, slide, and prove yourself.",Utility,Encounter,6,Martial,Free,Self,,,,,,,,You gain a move action.,,,,,,,,,
,Discipline,Art of War,False Strike,Your first strike was intentionally lackluster to trick your opponent into a mistake. You counter and strike hard before they realize their folly.,Attack,Encounter,7,"Martial, Weapon",Standard,Melee,"weapon, one creature",,,Strength,AC,3dW + Strength modifier damage.,Shift to any square adjacent to the target and repeat the attack. Don’t repeat if you miss with the second attack.,,,,,,,,,,
,Discipline,Art of War,Idle Hands,Your limbs seemingly act on their own as your concentrate on other matters.,Utility,Daily,10,Martial,Free,Self,,,,,,,,You gain an additional standard action on your next turn.,,,,,,,,,
,Discipline,Art of War,Reflex Shot,Your training creates an instinctual reaction if an ally is at risk of being struck down.,Attack,Encounter,13,"Martial, Weapon",Counter,Melee or Ranged,"weapon, the triggering creature",,A creature’s attack does damage to an ally that would cause the ally to become staggered. ,,,,,"Make a basic attack against the target. If the attack hits, the triggering creature’s attack misses. ",,,,,,,,,
,Discipline,Art of War,All or Nothing,"You strike so fast, both attacks are literally too close to distinguish them.",Attack,Daily,5,Martial,Free,Self,,,You hit an enemy.,,,,,The target takes 2dW extra damage from the triggering attack and is knocked prone.,,**Level 15** The target takes 3dW extra damage from the triggering attack and is knocked prone.,,,,,,,
,Discipline,Art of War,Swell of Discipline,"Your body moves faster than others can blink and without warning, you have either vanished or your enemies around have fallen at your feet.",Utility,Daily,16,Martial,Free,Self,,,,,,,,"Until the end of your turn, all powers you use have their actions reduced from standard to move, or move to swift.",,,,,,,,,
